latitude,longitude,altitude,speed,heading,battery_level,drone_id,flight_time,signal_strength,temperature,humidity,pressure,wind_speed,wind_direction,gps_accuracy,battery_status,charging_action,battery_bin,flight_time_bin,risk_score,operation_risk,is_high_risk,maintenance_action,recommendation,ext_drone_id,application,drone_size,drone_model,manufacturer,propeller_count,max_carry_weight_kg,actual_carry_weight_kg,payload_type,payload_description,supp_altitude_m,supp_flight_duration_min,distance_flown_km,operator_id,flight_date,supp_battery_remaining_pct,supp_gps_accuracy_m,supp_wind_speed_mps,obstacles_encountered,flight_status,regulatory_approval_id,operation_notes,payload_load_ratio,combined_maintenance_priority,combined_decision_reason
21.027998,105.793564,81.19389883655309,11.980926636182254,281.8,87.32879546759088,Drone_1,6.0,87.429976600208,27.26660545344933,58.049210797546266,1011.6794208292176,3.5344761880517126,,1.268831955885307,Tốt,,,,1.5,Low,0.0,No maintenance needed,Drone can continue operation under normal monitoring,,Live Test Flight,,DJI Mini 3,DJI,,,,,,,,4.31,OP_LIVE,2026-07-13 19:28:30,,,,,Đủ Điều Kiện Bay,,LIVE_20260713_192809 tick 2 — ✅ BAY TIẾP,,,Drone đủ điều kiện vận hành bình thường.
21.026513,105.77287,81.42799630132795,11.23286146938498,265.6,83.43235026806343,Drone_1,9.0,86.900394492169,26.85406986103428,58.320527820743415,1011.8218158755226,5.580388116682317,,1.7065035886170954,Tốt,,,,1.8,Low,0.0,No maintenance needed,Drone can continue operation under normal monitoring,,Live Test Flight,,DJI Mini 3,DJI,,,,,,,,6.47,OP_LIVE,2026-07-13 19:28:40,,,,,Đủ Điều Kiện Bay,,LIVE_20260713_192809 tick 3 — ✅ BAY TIẾP,,,Drone đủ điều kiện vận hành bình thường.
21.026005,105.753419,85.74829528544753,10.698468119256628,268.4,79.27257976965657,Drone_1,12.0,81.84080077126673,26.846813889411592,59.12542226261505,1012.0758234687704,5.502386994707396,,1.893420550082757,Tốt,,,,2.1,Low,0.0,No maintenance needed,Drone can continue operation under normal monitoring,,Live Test Flight,,DJI Mini 3,DJI,,,,,,,,8.49,OP_LIVE,2026-07-13 19:28:50,,,,,Đủ Điều Kiện Bay,,LIVE_20260713_192809 tick 4 — ✅ BAY TIẾP,,,Drone đủ điều kiện vận hành bình thường.
21.031011,105.735679,80.60870425447382,10.450699900736616,286.8,75.46236047801831,Drone_1,15.0,86.29077689414234,27.47843121305093,56.50449521201048,1012.6312887723236,5.171723349762832,,1.6008739767240487,Tốt,,,,2.1,Low,0.0,No maintenance needed,Drone can continue operation under normal monitoring,,Live Test Flight,,DJI Mini 3,DJI,,,,,,,,10.41,OP_LIVE,2026-07-13 19:29:00,,,,,Đủ Điều Kiện Bay,,LIVE_20260713_192809 tick 5 — ✅ BAY TIẾP,,,Drone đủ điều kiện vận hành bình thường.
21.027563,105.854986,79.91598829211324,12.051679958666217,90.7,91.05568068886052,Drone_1,3.0,91.59487478800553,27.281500786180576,58.36813402651784,1009.8686329527884,6.846926892223495,,2.413825272169087,Tốt,,,,1.5,Low,0.0,No maintenance needed,Drone can continue operation under normal monitoring,,Live Test Flight,,DJI Mini 3,DJI,,,,,,,,2.16,OP_LIVE,2026-07-15 15:30:30,,,,,Đủ Điều Kiện Bay,,LIVE_20260715_153020 tick 1 — ✅ BAY TIẾP,,,Drone đủ điều kiện vận hành bình thường.
21.027879,105.875861,79.07823671071199,12.377385231345064,89.1,86.89535017411882,Drone_1,6.0,90.92956268367205,27.408277178267163,55.98262239591436,1009.9746546715832,6.947482638479414,,1.874838253889053,Tốt,,,,1.7,Low,0.0,No maintenance needed,Drone can continue operation under normal monitoring,,Live Test Flight,,DJI Mini 3,DJI,,,,,,,,4.33,OP_LIVE,2026-07-15 15:30:40,,,,,Đủ Điều Kiện Bay,,LIVE_20260715_153020 tick 2 — ✅ BAY TIẾP,,,Drone đủ điều kiện vận hành bình thường.
21.032839,105.896634,82.00865416623573,12.424308994322208,75.6,82.5586921944949,Drone_1,9.0,89.68958694989621,27.14871884655674,57.18806281897477,1009.871092635125,7.330726382118852,,2.0410652797988917,Tốt,,,,1.9,Low,0.0,No maintenance needed,Drone can continue operation under normal monitoring,,Live Test Flight,,DJI Mini 3,DJI,,,,,,,,6.56,OP_LIVE,2026-07-15 15:30:50,,,,,Đủ Điều Kiện Bay,,LIVE_20260715_153020 tick 3 — ✅ BAY TIẾP,,,Drone đủ điều kiện vận hành bình thường.
21.026619,105.854949,76.83882306901396,12.52581377649583,93.5,91.35641031097929,Drone_1,3.0,95.25010780464143,27.87383021110216,56.43877496341638,1010.0066492741946,4.77283583231403,,1.5780474987891473,Tốt,,,,1.3,Low,0.0,No maintenance needed,Drone can continue operation under normal monitoring,,Live Test Flight,,DJI Mini 3,DJI,,,,,,,,2.16,OP_LIVE,2026-07-15 15:47:43,,,,,Đủ Điều Kiện Bay,,LIVE_20260715_154702 tick 1 — ✅ BAY TIẾP | Quyết định: 🤖 Tự động (quá 30s) sau 30.4s,,,Drone đủ điều kiện vận hành bình thường.
21.027114,105.876641,78.18553584606846,12.922228402113088,88.6,87.36676830394059,Drone_1,6.0,97.84275788044694,27.797417803944075,56.36139584492466,1010.5585867869618,4.6712382655554325,,1.8589993649988195,Tốt,,,,1.4,Low,0.0,No maintenance needed,Drone can continue operation under normal monitoring,,Live Test Flight,,DJI Mini 3,DJI,,,,,,,,4.41,OP_LIVE,2026-07-15 15:48:25,,,,,Đủ Điều Kiện Bay,,LIVE_20260715_154702 tick 2 — ✅ BAY TIẾP | Quyết định: 🤖 Tự động (quá 30s) sau 30.4s,,,Drone đủ điều kiện vận hành bình thường.
21.032656,105.898225,75.41471339302612,13.302294734988605,74.6,83.23456154510836,Drone_1,9.0,94.65750805968293,27.946053732953228,57.738450073689684,1010.0668930134375,7.296389541145186,,2.244149616465747,Tốt,,,,1.8,Low,0.0,No maintenance needed,Drone can continue operation under normal monitoring,,Live Test Flight,,DJI Mini 3,DJI,,,,,,,,6.74,OP_LIVE,2026-07-15 15:49:08,,,,,Bay Kèm Giám Sát,,LIVE_20260715_154702 tick 3 — 👁️ BAY TIẾP — GIÁM SÁT | Quyết định: 🤖 Tự động (quá 30s) sau 30.3s,,,Cần theo dõi sát: tốc độ trên 13.
21.036367,105.920924,77.62359927612133,12.808246416584353,80.1,79.24590232599314,Drone_1,12.0,95.7598090405697,28.069687614855912,56.97142290891474,1009.2393267597841,5.934843763197907,,1.7117765206349662,Tốt,,,,1.8,Low,0.0,No maintenance needed,Drone can continue operation under normal monitoring,,Live Test Flight,,DJI Mini 3,DJI,,,,,,,,9.14,OP_LIVE,2026-07-15 15:49:38,,,,,Đủ Điều Kiện Bay,,LIVE_20260715_154702 tick 4 — 🔙 QUAY VỀ TRẠM | Quyết định: 👤 Người quản lý sau 18.6s | GHI ĐÈ khuyến nghị hệ thống | Khuyến nghị: ✅ BAY TIẾP,,,Drone đủ điều kiện vận hành bình thường.
21.027605,105.813413,81.28186672947737,11.435502311409229,269.4,90.82527261948795,Drone_1,3.0,93.93869783194229,27.869214855347995,60.63465801672612,1008.9905366708981,5.417465452131114,,1.7312337861136822,Tốt,,,,1.4,Low,0.0,No maintenance needed,Drone can continue operation under normal monitoring,,Live Test Flight,,DJI Mini 3,DJI,,,,,,,,2.16,OP_LIVE,2026-07-15 15:53:50,,,,,Đủ Điều Kiện Bay,,LIVE_20260715_155328 tick 1 — ✅ BAY TIẾP | Quyết định: 👤 Người quản lý sau 11.6s | Khuyến nghị: ✅ BAY TIẾP,,,Drone đủ điều kiện vận hành bình thường.
21.028275,105.793616,82.46244170744113,12.043052478319604,272.1,87.18263545186655,Drone_1,6.0,92.99969670029147,27.864794709003384,56.65226612489366,1009.5122298022652,4.430522335545083,,1.6707020543047064,Tốt,,,,1.5,Low,0.0,No maintenance needed,Drone can continue operation under normal monitoring,,Live Test Flight,,DJI Mini 3,DJI,,,,,,,,4.22,OP_LIVE,2026-07-15 15:54:13,,,,,Đủ Điều Kiện Bay,,LIVE_20260715_155328 tick 2 — ✅ BAY TIẾP | Quyết định: 👤 Người quản lý sau 11.0s | Khuyến nghị: ✅ BAY TIẾP,,,Drone đủ điều kiện vận hành bình thường.
21.034425,105.773821,87.30581872295171,11.34243576222676,288.4,83.48820820957282,Drone_1,9.0,93.27388882067895,28.30366468345446,54.44620473036451,1008.6475485105959,6.264480748821908,,1.70185055111679,Tốt,,,,1.7,Low,0.0,No maintenance needed,Drone can continue operation under normal monitoring,,Live Test Flight,,DJI Mini 3,DJI,,,,,,,,6.39,OP_LIVE,2026-07-15 15:54:38,,,,,Đủ Điều Kiện Bay,,LIVE_20260715_155328 tick 3 — 🛑 HẠ CÁNH NGAY | Quyết định: 👤 Người quản lý sau 12.9s | GHI ĐÈ khuyến nghị hệ thống | Khuyến nghị: ✅ BAY TIẾP,,,Drone đủ điều kiện vận hành bình thường.
21.046694,105.838932,79.85810594958785,11.912926774415402,13.2,74.98093801858629,Drone_1,3.0,67.03649394008306,27.738032086333835,60.82892622770563,1010.4935163866654,14.827656580122676,,2.4284323814117927,Tốt,,,,3.1,Low,0.0,No maintenance needed,Drone can continue operation under normal monitoring,,Live Test Flight,,DJI Mini 3,DJI,,,,,,,,2.16,OP_LIVE,2026-07-18 15:11:54,,,,,Cấm Bay,,LIVE_20260718_151111 tick 1 — 🛑 HẠ CÁNH NGAY | Quyết định: 🤖 Tự động (quá 30s) sau 30.9s | Sự cố: Sụt pin -15%,,,Điều kiện nguy hiểm: gió trên 10.7 m/s (sức gió chịu tối đa theo spec).
21.008498,105.832081,74.88929518485371,11.381488664078775,185.9,91.1881378899096,Drone_1,3.0,92.34831267850585,27.445831179750005,58.50738726254884,1010.2788715470097,4.025170821640968,,2.305289587661366,Tốt,,,,1.3,Low,0.0,No maintenance needed,Drone can continue operation under normal monitoring,,Live Test Flight,,DJI Mini 3,DJI,,,,,,,,2.16,OP_LIVE,2026-07-18 15:14:04,,,,,Đủ Điều Kiện Bay,,LIVE_20260718_151321 tick 1 — ✅ BAY TIẾP | Quyết định: 🤖 Tự động (quá 30s) sau 30.9s,,,Drone đủ điều kiện vận hành bình thường.
21.015835,105.850565,80.72461915227467,11.798796658698151,128.1,91.62521223237214,Drone_1,3.0,93.98502772436399,28.207173136456312,60.31147431694982,1009.8059826370891,3.92671503774464,,1.889750651883512,Tốt,,,,1.3,Low,0.0,No maintenance needed,Drone can continue operation under normal monitoring,,Live Test Flight,,DJI Mini 3,DJI,,,,,,,,2.16,OP_LIVE,2026-07-18 15:15:41,,,,,Đủ Điều Kiện Bay,,LIVE_20260718_151458 tick 1 — ✅ BAY TIẾP | Quyết định: 🤖 Tự động (quá 30s) sau 31.0s,,,Drone đủ điều kiện vận hành bình thường.
21.015338,105.870996,78.11247267038446,11.71311473196449,91.5,88.1182520658834,Drone_1,6.0,93.86587509665222,28.276704139019948,60.77277387939631,1010.1508742777663,2.8026967241249467,,1.6825798683273034,Tốt,,,,1.3,Low,0.0,No maintenance needed,Drone can continue operation under normal monitoring,,Live Test Flight,,DJI Mini 3,DJI,,,,,,,,4.28,OP_LIVE,2026-07-18 15:16:29,,,,,Đủ Điều Kiện Bay,,LIVE_20260718_151458 tick 2 — ✅ BAY TIẾP | Quyết định: 🤖 Tự động (quá 30s) sau 37.0s,,,Drone đủ điều kiện vận hành bình thường.
21.009228,105.828178,80.97262137814091,13.021534420743107,196.8,90.96508471145776,Drone_1,3.0,92.81936485005787,27.855479503429386,60.339237543192965,1010.4476595428142,7.455436873752994,,1.8027367744240625,Tốt,,,,1.5,Low,0.0,No maintenance needed,Drone can continue operation under normal monitoring,,Live Test Flight,,DJI Mini 3,DJI,,,,,,,,2.16,OP_LIVE,2026-07-18 15:17:43,,,,,Bay Kèm Giám Sát,,LIVE_20260718_151718 tick 1 — ✅ BAY TIẾP | Quyết định: 👤 Người quản lý sau 14.1s | Khuyến nghị: 👁️ BAY TIẾP — GIÁM SÁT,,,Cần theo dõi sát: tốc độ trên 13.
20.988179,105.828686,79.1390555046213,11.883944503410252,178.7,86.4461485576964,Drone_1,6.0,87.22121495121158,28.362279999749067,61.568207742591916,1010.6110955690266,9.994036917242552,,1.9503981161090787,Tốt,,,,2.0,Low,0.0,No maintenance needed,Drone can continue operation under normal monitoring,,Live Test Flight,,DJI Mini 3,DJI,,,,,,,,4.5,OP_LIVE,2026-07-18 15:18:29,,,,,Bay Kèm Giám Sát,,LIVE_20260718_151718 tick 2 — 🔙 QUAY VỀ TRẠM | Quyết định: 🤖 Tự động (quá 30s) sau 30.9s | 2 chu kỳ cảnh báo liên tiếp — leo thang quay về.,,,Cần theo dõi sát: gió trên 8.0 m/s.
21.01928,105.815523,80.48606086511653,11.761366929302374,244.0,90.90733493568577,Drone_1,3.0,93.14345675786912,27.22420568334766,58.461092208199446,1010.6105407596056,4.729128434987076,,1.984000569547777,Tốt,,,,1.3,Low,0.0,No maintenance needed,Drone can continue operation under normal monitoring,,Live Test Flight,,DJI Mini 3,DJI,,,,,,,,2.16,OP_LIVE,2026-07-18 15:20:01,,,,,Đủ Điều Kiện Bay,,LIVE_20260718_151920 tick 1 — ✅ BAY TIẾP | Quyết định: 🤖 Tự động (quá 30s) sau 30.2s,,,Drone đủ điều kiện vận hành bình thường.
21.009876,105.797815,74.43708967416137,11.852795464201797,240.4,87.2934311737202,Drone_1,6.0,91.38020556780022,26.918897317491606,57.36735212104046,1011.876200191071,4.600155963225596,,1.9114612486081737,Tốt,,,,1.5,Low,0.0,No maintenance needed,Drone can continue operation under normal monitoring,,Live Test Flight,,DJI Mini 3,DJI,,,,,,,,4.28,OP_LIVE,2026-07-18 15:20:42,,,,,Đủ Điều Kiện Bay,,LIVE_20260718_151920 tick 2 — ✅ BAY TIẾP | Quyết định: 🤖 Tự động (quá 30s) sau 30.9s,,,Drone đủ điều kiện vận hành bình thường.
20.995717,105.783979,83.73979500681962,12.919430881865635,222.4,83.80507862028561,Drone_1,9.0,92.49367986244492,26.921629997815877,55.18029820650209,1011.3201941146399,4.359834115784989,,1.7547820554735283,Tốt,,,,1.6,Low,0.0,No maintenance needed,Drone can continue operation under normal monitoring,,Live Test Flight,,DJI Mini 3,DJI,,,,,,,,6.41,OP_LIVE,2026-07-18 15:21:17,,,,,Đủ Điều Kiện Bay,,LIVE_20260718_151920 tick 3 — ✅ BAY TIẾP | Quyết định: 👤 Người quản lý sau 22.5s | Khuyến nghị: ✅ BAY TIẾP,,,Drone đủ điều kiện vận hành bình thường.
20.981514,105.76757,92.78833521296399,12.22004922938823,227.2,79.91418373659839,Drone_1,12.0,88.7310989387155,26.64063825670273,56.39842109309085,1011.2860684183803,4.767555260934084,,2.224231110931061,Tốt,,,,1.8,Low,0.0,No maintenance needed,Drone can continue operation under normal monitoring,,Live Test Flight,,DJI Mini 3,DJI,,,,,,,,8.74,OP_LIVE,2026-07-18 15:21:45,,,,,Đủ Điều Kiện Bay,,LIVE_20260718_151920 tick 4 — ✅ BAY TIẾP | Quyết định: 👤 Người quản lý sau 15.5s | Khuyến nghị: ✅ BAY TIẾP,,,Drone đủ điều kiện vận hành bình thường.
20.970817,105.749777,85.14821155664981,11.779201004457077,237.2,76.29580058372798,Drone_1,15.0,90.24875043486736,27.532421159863322,56.320832542529466,1011.4620374542394,5.784976396787423,,2.0550506758442677,Tốt,,,,2.0,Low,0.0,No maintenance needed,Drone can continue operation under normal monitoring,,Live Test Flight,,DJI Mini 3,DJI,,,,,,,,10.94,OP_LIVE,2026-07-18 15:22:13,,,,,Đủ Điều Kiện Bay,,LIVE_20260718_151920 tick 5 — ✅ BAY TIẾP | Quyết định: 👤 Người quản lý sau 16.7s | Khuyến nghị: ✅ BAY TIẾP,,,Drone đủ điều kiện vận hành bình thường.
20.955125,105.738216,86.29707905549863,12.058458762238638,214.5,72.28669086790015,Drone_1,18.0,85.20846002749055,27.297918702866873,57.89614846684511,1011.1232426966511,5.590880686045826,,1.4090436077287967,Tốt,,,,2.3,Low,0.0,No maintenance needed,Drone can continue operation under normal monitoring,,Live Test Flight,,DJI Mini 3,DJI,,,,,,,,13.06,OP_LIVE,2026-07-18 15:22:29,,,,,Đủ Điều Kiện Bay,,LIVE_20260718_151920 tick 6 — 🔙 QUAY VỀ TRẠM | Quyết định: 👤 Người quản lý sau 3.2s | GHI ĐÈ khuyến nghị hệ thống | Khuyến nghị: ✅ BAY TIẾP,,,Drone đủ điều kiện vận hành bình thường.
21.010465,105.84354,80.4314859515054,13.029524872292551,153.3,91.47897328208117,Drone_1,3.0,95.51727229803956,28.310462438096383,58.82760920921171,1009.5550721003586,3.7788743851253086,,1.5865726760049497,Tốt,,,,1.2,Low,0.0,No maintenance needed,Drone can continue operation under normal monitoring,,Live Test Flight,,DJI Mini 3,DJI,,,,,,,,2.16,OP_LIVE,2026-07-18 15:23:11,,,,,Bay Kèm Giám Sát,,LIVE_20260718_152239 tick 1 — ✅ BAY TIẾP | Quyết định: 👤 Người quản lý sau 21.2s | Khuyến nghị: 👁️ BAY TIẾP — GIÁM SÁT,,,Cần theo dõi sát: tốc độ trên 13.
20.995543,105.859472,81.42302166029532,11.698575655650806,135.1,87.57196115980936,Drone_1,6.0,93.02206739089668,28.580889866160888,57.90663491884804,1008.4688090636948,3.8818622209349027,,2.476526496885215,Tốt,,,,1.4,Low,0.0,No maintenance needed,Drone can continue operation under normal monitoring,,Live Test Flight,,DJI Mini 3,DJI,,,,,,,,4.51,OP_LIVE,2026-07-18 15:23:27,,,,,Đủ Điều Kiện Bay,,LIVE_20260718_152239 tick 2 — ✅ BAY TIẾP | Quyết định: 👤 Người quản lý sau 3.7s | Khuyến nghị: ✅ BAY TIẾP,,,Drone đủ điều kiện vận hành bình thường.
20.982667,105.874315,85.18579901222726,11.982319354125304,132.9,84.33461330726227,Drone_1,9.0,93.5962159494582,28.965423124013842,57.66701650589353,1008.7296651053459,4.995308290912139,,1.161035641449903,Tốt,,,,1.6,Low,0.0,No maintenance needed,Drone can continue operation under normal monitoring,,Live Test Flight,,DJI Mini 3,DJI,,,,,,,,6.61,OP_LIVE,2026-07-18 15:24:11,,,,,Đủ Điều Kiện Bay,,LIVE_20260718_152239 tick 3 — ✅ BAY TIẾP | Quyết định: 🤖 Tự động (quá 30s) sau 31.0s,,,Drone đủ điều kiện vận hành bình thường.
20.970914,105.890812,89.9041289320279,12.124641024842973,127.3,80.45415918166118,Drone_1,12.0,97.3714024451972,28.971316650305084,58.27937257396335,1009.2508157029265,5.507036801850343,,1.9635534458699577,Tốt,,,,1.7,Low,0.0,No maintenance needed,Drone can continue operation under normal monitoring,,Live Test Flight,,DJI Mini 3,DJI,,,,,,,,8.77,OP_LIVE,2026-07-18 15:25:29,,,,,Đủ Điều Kiện Bay,,LIVE_20260718_152239 tick 4 — ✅ BAY TIẾP | Quyết định: 🤖 Tự động (quá 30s) sau 65.0s,,,Drone đủ điều kiện vận hành bình thường.
20.957336,105.905958,91.56459738845959,12.026773872929923,133.8,76.55146189511137,Drone_1,15.0,96.51160595189934,28.797304623774902,59.26499250681814,1010.1089145631638,5.517427790132109,,1.6793411727867753,Tốt,,,,1.9,Low,0.0,No maintenance needed,Drone can continue operation under normal monitoring,,Live Test Flight,,DJI Mini 3,DJI,,,,,,,,10.95,OP_LIVE,2026-07-18 15:26:29,,,,,Đủ Điều Kiện Bay,,LIVE_20260718_152239 tick 5 — ✅ BAY TIẾP | Quyết định: 🤖 Tự động (quá 30s) sau 47.0s,,,Drone đủ điều kiện vận hành bình thường.
20.94481,105.921886,88.25958128707809,11.79702951826974,130.1,72.53454211485011,Drone_1,18.0,91.5575946277679,28.361217965747855,61.726171554552906,1010.1610560704493,6.8458527951621235,,1.870370843842454,Tốt,,,,2.2,Low,0.0,No maintenance needed,Drone can continue operation under normal monitoring,,Live Test Flight,,DJI Mini 3,DJI,,,,,,,,13.12,OP_LIVE,2026-07-18 15:27:29,,,,,Đủ Điều Kiện Bay,,LIVE_20260718_152239 tick 6 — ✅ BAY TIẾP | Quyết định: 🤖 Tự động (quá 30s) sau 47.0s,,,Drone đủ điều kiện vận hành bình thường.
20.9312,105.936197,87.54326088172505,10.593940452609498,135.5,68.55031611339957,Drone_1,21.0,93.08623214174607,28.735044291868626,64.99682983363222,1009.4774040717052,5.521202958562959,,1.99009268327167,Tốt,,,,2.3,Low,0.0,No maintenance needed,Drone can continue operation under normal monitoring,,Live Test Flight,,DJI Mini 3,DJI,,,,,,,,15.24,OP_LIVE,2026-07-18 15:28:29,,,,,Đủ Điều Kiện Bay,,LIVE_20260718_152239 tick 7 — ✅ BAY TIẾP | Quyết định: 🤖 Tự động (quá 30s) sau 47.0s,,,Drone đủ điều kiện vận hành bình thường.
20.917813,105.947641,79.91786143711957,10.2,141.4,64.87099569052229,Drone_1,24.0,88.51195231347191,29.34897174128843,64.15198114101752,1009.5228314613041,5.969812209861439,,1.603362080311314,Tốt,,,,2.6,Low,0.0,No maintenance needed,Drone can continue operation under normal monitoring,,Live Test Flight,,DJI Mini 3,DJI,,,,,,,,17.15,OP_LIVE,2026-07-18 15:29:29,,,,,Đủ Điều Kiện Bay,,LIVE_20260718_152239 tick 8 — ✅ BAY TIẾP | Quyết định: 🤖 Tự động (quá 30s) sau 47.0s,,,Drone đủ điều kiện vận hành bình thường.
